,index,id,createdTime,fields_Web,fields_Original Source,fields_Owner_id,fields_Owner_email,fields_Owner_name,fields_Urban Tech Screening,fields_Sniff Test Notes,fields_Company,fields_Total Investment,fields_Number of Employees backup,fields_Number of Employees,fields_Sub-category (linked),fields_Latitude,fields_Business Address,fields_Category (linked),fields_Employees,fields_Year Founded,fields_Location,fields_Contact Email,fields_Longitude,fields_categorization notes,fields_Category,fields_Survey Sent,fields_Sub-category,fields_Metadata Sources + Notes,fields_Contact Name,fields_Position,fields_Survey Response,fields_Year Acquired or Dissolved,fields_Valuation at Acquisition,fields_Revenue/Budget,fields_Form,fields_Keywords,fields_Pre-Publish Review,fields_Social Media
219,1061,recr9oRF17kYwelCf,2022-01-05T20:22:37.000Z,https://descarteslabs.com/,TechNYC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,"geospatial, but focused on mining and this is a branch office.
",Descartes Labs,58000000.0,,,['recKd0KOVz9BhWPMt'],40.7080983,"28 Liberty St, New York, NY 10005, US",['rece3dYUKHXpHhEkU'],101-250,2014.0,Manhattan,hello@descarteslabs.com,-74.0090505,,['Information Systems'],2022-03-03,['Information Systems: Location Intelligence'],,,,,,,,,,,
220,1063,recrIEXZCaqVEzGER,2022-01-05T20:22:37.000Z,https://www.democracy.works/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"They focus on local elections as well => decided to Pass
",Democracy Works,4400000.0,59,59.0,['recd4MIMoRnO8UcTB'],40.7040351,"20 Jay St #840, Brooklyn, NY 11201",['recRDZqf1tuLAXPKP'],51-100,2010.0,Brooklyn,info@democracy.works,-73.9867238,,['Civic Systems'],2022-03-02,['Civic Systems: Digital Rights'],,,,,,,,,,,
221,1069,recrRdXQk5rOxaqXF,2022-01-05T20:22:37.000Z,https://cooper.edu/engineering/center-urban-infrastructure,TechNYC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,"
","Center for Urban Infrastructure, Cooper Union",,,,['recIVqNPj8v27K5yO'],40.7281197,"30 Cooper Sq, New York, NY 10003",['recdgZhrJxyjqLAb9'],1-10,2010.0,Manhattan,,-73.99161149999999,,['Building Systems'],,['Building Systems: Infrastructure & Asset Management'],,,,,,,,,,,
222,1070,recrWstflouvRLOf2,2021-11-02T17:26:28.000Z,https://www.siliconharlem.com/,NYC EDC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"Silicon Harlem is a social venture that has been designed to transform Harlem in to a technology and innovation hub
",Silicon Harlem,,2,2.0,['recd4MIMoRnO8UcTB'],40.82466489999999,"2785 Frederick Douglass Blvd, New York, NY 10039",['recRDZqf1tuLAXPKP'],1-10,2013.0,Manhattan,info@siliconharlem.com,-73.940896,,['Civic Systems'],2022-03-02,['Civic Systems: Digital Rights'],,Clayton Banks,CEO,,,,,,,,
223,1078,recrkDLdOfQ8WrNiW,2021-11-02T20:46:59.000Z,https://urbanlogiq.com,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"UrbanLogiq provides a data analytics platform that makes city planning faster, cheaper, and more accurate.
",UrbanLogiq,4380000.0,23,23.0,['receBXbN6odOQUuS7'],49.2848078,"700 W Pender St Suite 1505, Vancouver, BC V6C 1G8, Canada",['receyB6jWwnjSbV8a'],11-50,2016.0,Manhattan,info@urbanlogiq.com,-123.1154877,,['Mobility Systems'],2022-03-02,['Mobility Systems: Traffic informatics'],,,,"AT: Tyce told me they are moving to Manhattan as of 2022 March
",,,,,,,
224,1081,recsAozF8Lf89Zw7n,2022-01-05T20:22:37.000Z,My Bodega Online,TechNYC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,,My Bodega Online,,,,,40.8629381,"3842 9th Avenue, New York, NY 10034, US",['recEhjg8dnMkICv2w'],1-10,2015.0,Manhattan,info@mybodega.online,-73.9180249,,['Food Systems'],2022-03-03,,"cant find investments
",,,,,,,,,,
225,1085,recsLJbDgXcX78fzm,2022-01-05T20:22:37.000Z,https://www.airbnb.com/,TechNYC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,"how big is the team in their NYC office? removed investment number to reflect this is a branch office
",Airbnb,,,500.0,['recORPBP8BX0IpO53'],40.7261831,"627 Broadway, New York, NY",['recdgZhrJxyjqLAb9'],500+,2008.0,Manhattan,contact.press@airbnb.com,-73.996509,set investment to zero = not NYC HQ,['Housing Systems'],2022-03-03,['Housing Systems: Lodging'],"
",,,,,,,,,"['Adjust Jobs #', 'Adjust Investment $']",
226,1092,recsiKcLqHhoX0r5o,2022-01-05T20:22:37.000Z,https://www.jetty.com/,TechNYC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,"\_fintech\_ company that adds flexibility for renters with paying rent
",Jetty,63500000.0,,,['recTK7H4wtd7cQBhB'],40.7195076,"217 Centre Street Mailbox 118, New York, NY 10013",['recdgZhrJxyjqLAb9'],51-100,2015.0,Manhattan,hello@jetty.com,-73.9989204,,['Housing Systems'],2022-03-03,['Housing Systems: Resident Services'],,,,,,,,,,,
227,1093,recsiVf7i2FBTNAG4,2021-10-19T16:47:28.000Z,www.sgs.com,NYC EDC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"Dinger, local office is in NJ. Globally active testing, inspection and certification company—does a lot of COVID safe certification work. 95,000 total employees worldwide


",SGS (Société Générale de Surveillance),,45312,,,,1 Place des Alpes P.O. Box 2152 1211 Geneva Switzerland,"['reca3rMDOoKHI3hPh', 'recdgZhrJxyjqLAb9']",51-100,1878.0,,,," testing, inspection and certification company","['Health Systems', 'Building Systems']",,,"Investment set to zero. not HQs in NYC. 
",,,,,,7500000000.0,,,['Verify jobs #'],
228,1099,rect7OeVH4wsnubII,2022-01-05T20:22:37.000Z,https://www.handy.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"this is a tough one, its inherently local hiring but it doesnt feel as urban
",Handy,111000000.0,916,916.0,['recKZR0IOkFvsMhPI'],40.7429606,"53 West 23rd Street 3rd Floor, New York, New York 10010",['rec5CKA579ehIVo7b'],500+,2012.0,Manhattan,team@handy.com,-73.99131299999999,,['Labor Systems'],2022-03-02,['Labor Systems:  Local Hiring'],"growjo	
",,,,,,,,,,
229,1105,rectda8b6oGHfNh4R,2021-10-26T19:38:26.000Z,https://www.downtownbrooklyn.com/,NYC EDC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"Downtown Brooklyn Partnership is a non-profit local development corp that manages 2 BIDs
",Downtown Brooklyn Partnership,,21,21.0,['recVfx2URziaUpqz4'],40.6931322,"1 METROTECH CENTER NORTH, SUITE 1003 BROOKLYN, NY",['recRDZqf1tuLAXPKP'],11-50,2006.0,Brooklyn,,-73.986496,,['Civic Systems'],,['Civic Systems: Living Labs'],,,,,,,2730535.0,https://www.downtownbrooklyn.com/contact,,,
230,1107,rectpFYUm5oukyQrn,2022-01-05T20:22:37.000Z,https://www.greycroft.com/,TechNYC,usr2qPunnCed2lMv6,lk545@cornell.edu,Lars Kouwenhoven,Passed,,Greycroft,,,,['rec9YdIfEpeflVrvZ'],40.7520595,"292 Madison Ave, 8th Floor, New York, NY, 10017",['recHuk1pvKzYmvRFG'],51-100,2006.0,Manhattan,media@greycroft.com,-73.98022519999999,,['Innovation Systems'],2022-03-02,['Innovation Systems: Investing'],,,,,,,,,,,
231,1112,recu1ee31aJbRuV7h,2022-01-05T20:22:37.000Z,https://meetup.com/,TechNYC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,,Meetup,,,,['recE9ehRLZIohhipt'],40.7259969,"632 Broadway, New York, NY 10012",['recRDZqf1tuLAXPKP'],101-250,2002.0,Manhattan,,-73.99567909999999,,['Civic Systems'],,['Civic Systems: Engagement'],,,,,,,,,,,
232,1116,recu7Kw1B62OfeL6T,2021-10-26T20:30:17.000Z,https://rapidsos.com/,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"RapidSOS built the emergency response data platform to help first responders get the data they need to save more lives. We work with some of the world’s largest organizations to help them protect their customers, members, and employees by linking real-time data from their smart devices securely to first responders.
",RapidSOS,226000000.0,179,179.0,['recwhATWxVi5iN4Eo'],40.7465696,"3 Park Ave, New York, NY 10016",['recqVXmif5koh0T0u'],101-250,2012.0,Manhattan,info@rapidsos.com,-73.9810791,,['Public Safety Systems'],2022-03-02,['Public Safety: Emergency Response'],,,,,,,,,,,
233,1120,recuOv3MMQdOLeGnO,2021-10-19T18:51:09.000Z,https://revolutionrickshaws.com/,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Vertically integrated platform for supporting micro-mobility services like rickshaws.
",Revolution Rickshaws,300000.0,,,['recr9vstr2rJolJDz'],40.7573082," 501 10th Ave, New York, 10018, US ",['receyB6jWwnjSbV8a'],1-10,2005.0,Manhattan,gregg@revolutionrickshaws.com,-73.9974371,,"['Mobility Systems', 'Logistics Systems']",2022-03-01,"['Mobility Systems:  Shared mobility', 'Logistics Systems: Last-Mile']",,Gregg Zuman,CEO ***,"Hi, Anthony. 

Revolution an Urban Tech Hub could be productive partners. What are you up to here exactly? 

Thanks for your consideration. 

Best regards,

Gregg Zuman
Principal
Revolution Industries
212.239.0200 x101
",,,,,"Micromobility, Advertising, Logistics",,
234,1124,recui18o0l7W2RYhb,2022-01-05T20:22:37.000Z,https://www.thumbtack.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"""Find local professionals for pretty much anything.""
",Thumbtack Technology,818000000.0,800,800.0,['recKZR0IOkFvsMhPI'],40.7056335,"25 Broadway FL 9 New York, NY 10004",['rec5CKA579ehIVo7b'],500+,2008.0,Manhattan,support@thumbtack.com,-74.0140385,,['Labor Systems'],2022-03-02,['Labor Systems:  Local Hiring'],"growjo, d&b
",,,,,,,https://help.thumbtack.com/contact-thumbtack/email,,,
235,1132,recv4v8NP7JMLi6rZ,2021-10-26T19:30:40.000Z,https://www.walkspan.com,NYC EDC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"Data-driven location intelligence technology firm dedicated to pedestrianizing the public realm
",Walkspan,,10,10.0,['recrSVGURn4rHAspL'],40.7859464,"New York, NY 10024, US",['recRDZqf1tuLAXPKP'],11-50,2019.0,Manhattan,info@walkspan.com,-73.97418739999999,"data-driven location intelligence platform for walking data and its applications
",['Civic Systems'],2022-03-01,['Civic Systems: Public Space Tech'],"https://pitchbook.com/profiles/company/321597-64
",Bernardita Calinao,,,,,,,,,
236,1136,recvLVmYXrdDtV1Nj,2021-10-26T19:32:37.000Z,www.makerbot.com,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"acquired by Stratasys. 3D Printing Industry-leader.
",MakerBot,10000000.0,150,150.0,['recs4pTBrGCE4AjJZ'],40.6932688,"One MetroTech Center, 21st Fl, Brooklyn, NY 11201 USA",['recdgZhrJxyjqLAb9'],500+,2009.0,Brooklyn,contact@makerbot.com,-73.98710059999999,,['Construction Systems'],2022-03-01,['Construction Systems: Fabrication'],,,,,,,74390000.0,,3D Printer,,
237,1140,recvV6DUCxUBjzoUh,2022-01-05T20:22:37.000Z,https://axonvibe.com/,TechNYC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"Supplier of geointelligence to transit operators
",Axon Vibe Inc.,,,,['recFdD4KnUimyaKUC'],40.7232119,"65 Greene St, New York, NY 10016",['receyB6jWwnjSbV8a'],101-250,2014.0,Manhattan,info@axonvibe.com,-74.0011148,,['Mobility Systems'],2022-03-02,['Mobility Systems: TransitTech'],,,,,,,,https://axonvibe.com/contact-us-new-york-city,,,
238,1146,recw51cBdMD3N2qhz,2021-11-02T02:42:18.000Z,https://rentricity.com,NYC EDC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Rentricity's product is a system called Flow-to-Wire, which harnesses excess pressure within water operations and uses it to generate clean electric power.
",Rentricity,435900.0,3,3.0,['recxoYfGUZEqppDaZ'],40.7274142,"175 Varick St 8th floor, New York, NY 10014",['recoxnv8QKuu7vlwx'],1-10,2003.0,Manhattan,info@rentricity.com,-74.0059095,,['Energy Systems'],2022-03-02,['Energy Systems: Buildings'],"Employee range + count: LinkedIn
",,,,,,,,"Energy Reduction, Energy Recovery, Water and Wastewater Plants",,
239,1147,recw8y0qwqayRTAic,2021-11-02T18:15:41.000Z,https://www.envairo.com/,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Envairo is a software platform that quantifies space use to optimize office buildings without installing new sensors.
",Envairo,60000000.0,5,5.0,['recxoYfGUZEqppDaZ'],40.7246788,"29 Norman Ave, Brooklyn, NY 11222, US",['recoxnv8QKuu7vlwx'],1-10,2016.0,Brooklyn,info@envairo.com,-73.9548791,"Automate air con in buildings
",['Energy Systems'],2022-03-02,['Energy Systems: Buildings'],,,,,,,,,,,
240,1148,recwBCMjQjIWuqb4k,2022-01-05T20:22:37.000Z,https://visit.org/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"hybrid work consultants -- ""Build your program of virtual social impact experiences, curated & customized for your company""
",Visit.org,,58,58.0,['recVC3ZXCuU3trkwt'],40.7134166,"7 World Trade Center, 250 Greenwich Street, New York, NY 10007",['rec5CKA579ehIVo7b'],51-100,2015.0,Manhattan,hello@visit.org,-74.0119311,,['Labor Systems'],2022-03-02,['Labor Systems: Hybrid Solutions'],,,,,,,8100000.0,,,,
241,1154,recwdJbPovtceKa2T,2021-10-19T16:27:40.000Z,https://numina.co/,,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"Company focused an advanced analytics of street activity.
",Numina,,14,14.0,['recrSVGURn4rHAspL'],40.6929116,"370 Jay St., 7th Floor, Brooklyn, NEW YORK 11201, US",['recRDZqf1tuLAXPKP'],11-50,2014.0,Brooklyn,tara@numina.co,-73.98746129999999,sensing platform using CV to gather street data,['Civic Systems'],2022-02-28,['Civic Systems: Public Space Tech'],,Tara Pham,,"bounced, resent on 2/28 to tara@numina.co

",,,1500000.0,,,,
242,1173,recxsKGj48yrGZezc,2021-11-02T02:21:48.000Z,www.clearroad.io,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"ClearRoad provides cloud-based solutions to keep roads well-maintained and well-managed. It enables Stripe-for-Tolling, leveraging in-vehicle tech & data for next-generation pricing of the road.
",ClearRoad,2500000.0,,,['receBXbN6odOQUuS7'],40.7246788,"99 Wall Street, New York, NY, 10005",['receyB6jWwnjSbV8a'],11-50,2017.0,Manhattan,contact@clearroad.io,-73.9548791,,['Mobility Systems'],2022-03-02,['Mobility Systems: Traffic informatics'],,,,"Hello,

Business Address: 99 wall street, New York, NY, 10005
Employment Range: 10-20
Investment: $2.5M

Thanks


",,,,,"Government, Analytics",,
243,1177,recy77GmyX6Gh8799,2022-01-27T20:13:45.000Z,https://www.davidenergy.com/,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,,David Energy,20600000.0,,,['recxoYfGUZEqppDaZ'],,"417 Grand St Suite #1, Brooklyn, NY 11211, USA",['recoxnv8QKuu7vlwx'],11-50,2017.0,Brooklyn,info@davidenergy.com,,,['Energy Systems'],2022-03-03,['Energy Systems: Buildings'],,,,,,,,,,,
244,1183,recyLyyKOk7Y8wElp,2021-10-19T16:54:04.000Z,https://curbicus.com/,NYC EDC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"Company providing a tool for picking up dog poop using compostable capsules.
",Curbicus,,5,5.0,['recsZ3Zc9dgmOn2NC'],40.769594,"230 East 73 Street NY, NY, 10021",['recb7WeB0tStkTUq8'],1-10,2017.0,Manhattan,Anna@curbicus.com,-73.958705,,['Waste Systems'],2022-03-01,['Waste Systems: Diversion'],"website, crunchbase, linkedin
",Anna Gannon,CEO,,,,,,,,
245,1186,recya2WkFYvTaxCA6,2022-01-05T20:22:37.000Z,https://mouse.org/,TechNYC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"another one for innov infra: workforce development
",Mouse,,,,['recuDsRljHOP7xwHK'],40.705555,"25 Broadway, c/o TFA 12th Floor, New York, NY 10004",['reca3rMDOoKHI3hPh'],11-50,1997.0,Manhattan,info@mouse.org,-74.0138858,,['Education Systems'],2022-03-02,['Education Systems: Tech Training'],"based on 139 on linked in, probably most are volunteers
",,,,,,,,,,
246,1188,recygxOGvHU0Ly8qV,2022-01-05T20:22:37.000Z,https://irisvr.com/,TechNYC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"VR for building industry
",IrisVR,13800000.0,,,['recs4pTBrGCE4AjJZ'],40.7428853,"1115 Broadway, New York, NY 10010",['recdgZhrJxyjqLAb9'],11-50,2014.0,Manhattan,info@irisvr.com,-73.9892959,,['Construction Systems'],2022-03-02,['Construction Systems: Surveying & Design'],"Acquired by The Wild. Can't find exact number of employees. 
",,,,,,,,,,
247,1191,recyrwUWZecsurc3J,2022-01-05T20:22:37.000Z,https://facilio.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"""Property operations done right. 
Designed for time and cost-saving efficiency in building operations now and into the future.""
",Facilio,6400000.0,95,95.0,['rec3hVUb0uifxVbD5'],40.7541007,"510 5th Ave, 3rd Floor, New York, NY 10036",['recdgZhrJxyjqLAb9'],51-100,2017.0,Manhattan,getsmart@facilio.com,-73.9808544,,['Building Systems'],2022-03-02,['Building Systems: Facilities Management'],"growjo, website	
",,,,,,,,,,
248,1199,reczHiOlhCXAu6rmb,2022-01-05T20:22:37.000Z,https://coopcareers.org/,TechNYC,usr2qPunnCed2lMv6,lk545@cornell.edu,Lars Kouwenhoven,Passed,"Focused on urban public colleges so pass.
",COOP,,,,['recC6fzY1qYFMz728'],40.7572817,"1177 Avenue of the Americas, 5th Floor • New York, NY 10036",['rec5CKA579ehIVo7b'],11-50,2008.0,Manhattan,hello@coopbrand.co,-73.982869,,['Labor Systems'],2022-03-02,['Labor Systems: Workforce Development'],"Address from website. LinkedIn lists a lot of people that are enrolled in their programs and not necessarily employed by them, so it is tough to get a good impression of the number of actual employees. 
",,,,,,,,,,
